full_name,jersey_number,id,first_name,last_name,position,primary_position,played,active,starter,on_court,sr_id,reference,team,opp,year,home_pts,away_pts,W/L,statistics.minutes,statistics.field_goals_made,statistics.field_goals_att,statistics.field_goals_pct,statistics.three_points_made,statistics.three_points_att,statistics.three_points_pct,statistics.two_points_made,statistics.two_points_att,statistics.two_points_pct,statistics.blocked_att,statistics.free_throws_made,statistics.free_throws_att,statistics.free_throws_pct,statistics.offensive_rebounds,statistics.defensive_rebounds,statistics.rebounds,statistics.assists,statistics.turnovers,statistics.steals,statistics.blocks,statistics.assists_turnover_ratio,statistics.personal_fouls,statistics.tech_fouls,statistics.flagrant_fouls,statistics.pls_min,statistics.points,statistics.double_double,statistics.triple_double,statistics.effective_fg_pct,statistics.efficiency,statistics.efficiency_game_score,statistics.fouls_drawn,statistics.offensive_fouls,statistics.points_in_paint,statistics.points_in_paint_att,statistics.points_in_paint_made,statistics.points_in_paint_pct,statistics.points_off_turnovers,statistics.true_shooting_att,statistics.true_shooting_pct,statistics.coach_ejections,statistics.coach_tech_fouls,statistics.second_chance_pts,statistics.second_chance_pct,statistics.fast_break_pts,statistics.fast_break_att,statistics.fast_break_made,statistics.fast_break_pct,statistics.defensive_rating,statistics.offensive_rating,statistics.minus,statistics.plus,statistics.defensive_rebounds_pct,statistics.offensive_rebounds_pct,statistics.rebounds_pct,statistics.steals_pct,statistics.turnovers_pct,statistics.second_chance_att,statistics.second_chance_made,statistics.tech_fouls_non_unsportsmanlike,not_playing_reason,not_playing_description,name_suffix,ejected
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Thunder,2020-01-12T01:00:00+00:00,110,125,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Illness; Flu-like symptoms,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Cavaliers,2020-01-14T03:30:00+00:00,128,99,W,32:42,12,16,75.0,1,3,33.3,11,13,84.6,0,6,7,85.7,0,2,2,8,3,1,0,2.67,2,0,0,19,31,False,False,78.1,39,27.6,7,1,20,12,10,83.3,11,19.08,81.2,0,0,3,100.0,6.0,5.0,3.0,60.0,97.1115713185769,146.746846887908,62.0,81.0,6.66889580683914,0.0,3.45213430001085,1.38987976269857,13.5869565217391,1.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Magic,2020-01-16T03:30:00+00:00,118,119,L,36:15,7,19,36.8,2,9,22.2,5,10,50.0,0,3,5,60.0,0,3,3,19,5,1,0,3.8,1,0,0,-9,19,True,False,42.1,27,17.5,5,0,10,9,5,55.6,2,21.2,44.8,0,0,0,0.0,0.0,0.0,0.0,0.0,115.939735155444,108.128928421212,98.0,89.0,8.27586206896552,0.0,4.13793103448276,1.24029405304841,19.0839694656489,2.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Rockets,2020-01-19T01:30:00+00:00,115,124,L,35:23,13,25,52.0,2,7,28.6,11,18,61.1,2,3,5,60.0,0,5,5,12,6,2,0,2.0,3,0,0,2,31,True,False,56.0,32,22.6,7,2,20,17,10,58.8,6,27.2,57.0,0,0,2,100.0,10.0,5.0,4.0,80.0,105.766324567731,110.234046825117,91.0,93.0,15.066055235925,0.0,7.136552480175,2.42653001294426,18.0722891566265,1.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Celtics,2020-01-21T00:30:00+00:00,139,107,W,29:11,5,12,41.7,0,2,0.0,5,10,50.0,1,5,5,100.0,3,4,7,13,4,0,0,3.25,1,0,0,-21,15,True,False,41.7,28,16.6,6,0,8,9,4,44.4,0,14.2,52.8,0,0,5,33.3,0.0,1.0,0.0,0.0,138.394288315935,114.48269492563,87.0,66.0,17.3134148907391,10.7267896605666,13.7064534551685,0.0,21.978021978022,3.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,False,sr:player:608028,2544,Lakers,Knicks,2020-01-23T00:30:00+00:00,92,100,L,36:02,9,16,56.3,2,5,40.0,7,11,63.6,1,1,3,33.3,0,6,6,5,4,5,0,1.25,0,0,0,13,21,False,False,62.5,28,18.9,5,0,10,7,5,71.4,0,17.32,60.6,0,0,6,100.0,4.0,2.0,2.0,100.0,86.0228822285108,104.075826102863,67.0,80.0,17.7535310571211,0.0,8.87676552856053,6.81290845929226,18.7617260787992,2.0,2.0,,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Nets,2020-01-24T01:00:00+00:00,113,128,L,33:36,11,19,57.9,3,6,50.0,8,13,61.5,1,2,2,100.0,2,9,11,10,5,1,1,2.0,0,0,0,26,27,True,True,65.8,39,25.9,3,0,10,7,5,71.4,6,19.88,67.9,0,0,5,100.0,7.0,3.0,2.0,66.7,106.859234722464,126.440967535841,67.0,93.0,26.2390670553936,6.49350649350649,16.8970814132104,1.35281385281385,20.096463022508,2.0,2.0,,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,76ers,2020-01-26T01:30:00+00:00,108,91,W,35:21,9,18,50.0,1,6,16.7,8,12,66.7,0,10,13,76.9,0,7,7,8,8,1,0,1.0,3,0,0,-22,29,False,False,52.8,30,18.3,8,1,16,10,8,80.0,9,23.72,61.1,0,0,0,0.0,12.0,4.0,4.0,100.0,109.046044482056,98.6455817665238,82.0,60.0,25.6890553920257,0.0,12.5065138092757,1.33963108792557,25.2206809583859,0.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Trail Blazers,2020-02-01T03:30:00+00:00,119,127,L,37:59,9,22,40.9,3,8,37.5,6,14,42.9,2,1,4,25.0,2,6,8,10,5,0,1,2.0,2,0,0,7,22,True,False,47.7,20,14.1,4,0,12,12,6,50.0,2,23.76,46.3,0,0,5,66.7,9.0,4.0,4.0,100.0,122.173211890736,98.9022274557803,82.0,89.0,15.4740263810658,4.76872511114607,9.9114678780683,0.0,17.3852573018081,3.0,2.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Kings,2020-02-02T03:00:00+00:00,113,129,L,33:34,6,15,40.0,1,4,25.0,5,11,45.5,1,2,3,66.7,0,10,10,11,2,2,0,5.5,3,0,0,33,15,True,True,43.3,27,16.0,5,1,10,7,5,71.4,9,16.32,46.0,0,0,0,0.0,7.0,3.0,3.0,100.0,101.666328325247,116.584402115643,73.0,106.0,29.7914597815293,0.0,15.888778550149,2.71242425931981,10.9170305676856,0.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Spurs,2020-02-05T03:00:00+00:00,129,102,W,34:11,12,20,60.0,6,9,66.7,6,11,54.5,0,6,9,66.7,1,6,7,9,2,1,0,4.5,1,0,0,20,36,False,False,75.0,44,33.0,5,0,12,9,6,66.7,3,23.96,75.1,0,0,5,100.0,7.0,5.0,3.0,60.0,107.065204910909,156.346191683348,76.0,96.0,15.8965253948833,4.25513053499402,11.4294785300421,1.45361602127125,7.70416024653313,2.0,2.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Rockets,2020-02-07T03:30:00+00:00,111,121,L,36:38,8,19,42.1,1,8,12.5,7,11,63.6,1,1,1,100.0,2,7,9,15,6,2,0,2.5,0,0,0,-4,18,True,False,44.7,30,17.9,4,0,12,10,6,60.0,4,19.44,46.3,0,0,4,66.7,6.0,5.0,3.0,60.0,118.70741207898,96.6110561269545,92.0,88.0,24.1266765407324,7.0796425370489,15.7168064322486,2.54514937690254,23.5849056603774,3.0,2.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Warriors,2020-02-09T01:30:00+00:00,120,125,L,33:33,7,17,41.2,3,8,37.5,4,9,44.4,1,5,6,83.3,0,8,8,11,7,1,0,1.57,2,0,0,6,22,True,False,50.0,25,15.8,4,0,8,7,4,57.1,4,19.64,56.0,0,0,0,0.0,2.0,2.0,1.0,50.0,111.172512395052,105.936139571383,78.0,84.0,26.6056553415183,0.0,14.3005397460661,1.31053333450019,26.2762762762763,2.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Suns,2020-02-11T03:30:00+00:00,125,100,W,30:05,6,16,37.5,3,6,50.0,3,10,30.0,0,2,4,50.0,0,8,8,9,8,1,0,1.13,2,0,0,16,17,False,False,46.9,15,8.3,2,2,6,8,3,37.5,0,17.76,47.9,0,0,2,100.0,1.0,0.0,0.0,0.0,102.222699475581,87.3633555873598,57.0,73.0,27.749006383235,0.0,14.5051624276001,1.60133266462867,31.055900621118,1.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Nuggets,2020-02-13T03:00:00+00:00,116,120,L,41:30,15,29,51.7,1,7,14.3,14,22,63.6,0,1,4,25.0,1,11,12,14,3,0,0,4.67,3,0,0,4,32,True,True,53.4,42,26.1,7,0,26,16,13,81.3,4,30.76,52.0,0,0,0,0.0,5.0,3.0,2.0,66.7,114.010848599638,113.787886498357,94.0,98.0,33.4480780263913,2.6063437423162,16.8409903349662,0.0,8.88625592417061,2.0,0.0,,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Grizzlies,2020-02-22T03:30:00+00:00,117,105,W,35:34,10,17,58.8,1,4,25.0,9,13,69.2,0,11,12,91.7,0,3,3,7,1,0,2,7.0,0,0,0,6,32,False,False,61.8,43,29.9,8,0,16,10,8,80.0,9,22.28,71.8,0,0,0,0.0,6.0,5.0,3.0,60.0,105.779620343131,151.840436991067,79.0,85.0,7.63561569309916,0.0,4.08775385590157,0.0,4.29553264604811,0.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Celtics,2020-02-23T20:30:00+00:00,114,112,W,35:29,9,19,47.4,4,10,40.0,5,9,55.6,1,7,12,58.3,0,8,8,9,2,0,0,4.5,4,0,0,-1,29,False,False,57.9,33,22.4,9,1,8,7,4,57.1,3,24.28,59.7,0,0,2,100.0,3.0,2.0,1.0,50.0,110.465172581233,125.50391125114,84.0,83.0,25.1674003517319,0.0,12.0244246124941,0.0,7.6103500761035,1.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Pelicans,2020-02-26T03:00:00+00:00,118,109,W,34:12,17,27,63.0,5,11,45.5,12,16,75.0,0,1,2,50.0,2,6,8,6,7,0,1,0.86,1,0,0,12,40,False,False,72.2,39,28.2,3,0,24,15,12,80.0,7,27.88,71.7,0,0,2,100.0,17.0,8.0,7.0,87.5,102.355163646957,113.662522126663,73.0,85.0,19.5831752872114,5.29607885125843,11.6955074631957,0.0,20.0688073394495,1.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,PG,,,,False,sr:player:608028,2544,Lakers,Warriors,2020-02-28T03:30:00+00:00,86,116,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Groin; Soreness,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Grizzlies,2020-03-01T01:00:00+00:00,105,88,W,34:19,8,18,44.4,2,8,25.0,6,10,60.0,1,1,2,50.0,2,6,8,10,5,1,1,2.0,1,0,0,-12,19,True,False,50.0,24,15.7,3,0,12,10,6,60.0,7,18.88,50.3,0,0,0,0.0,5.0,2.0,2.0,100.0,110.722681986058,96.7970023136227,70.0,58.0,17.8556999052036,5.7089652758134,11.6558041047857,1.47479596433391,20.9380234505863,2.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Pelicans,2020-03-02T01:00:00+00:00,114,122,L,36:22,14,21,66.7,3,5,60.0,11,16,68.8,0,3,3,100.0,0,12,12,13,6,2,0,2.17,2,0,0,22,34,True,True,73.8,50,32.8,4,0,18,11,9,81.8,2,22.32,76.2,0,0,6,66.7,7.0,4.0,3.0,75.0,97.8983985470115,131.241354926404,77.0,99.0,35.1812659758678,0.0,17.9904201012961,2.3874366161691,21.1864406779661,3.0,2.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,76ers,2020-03-04T03:00:00+00:00,120,107,W,33:45,9,16,56.3,2,5,40.0,7,11,63.6,0,2,3,66.7,1,6,7,14,3,1,2,4.67,1,0,0,-2,22,True,False,62.5,37,25.3,3,0,12,10,6,60.0,4,17.32,63.5,0,0,0,0.0,8.0,3.0,3.0,100.0,109.370763100133,135.973286498493,85.0,83.0,18.962962962963,3.55555555555556,11.7124183006536,1.4692378328742,14.7637795275591,1.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Bucks,2020-03-07T03:30:00+00:00,113,103,W,36:30,12,21,57.1,1,7,14.3,11,14,78.6,1,12,15,80.0,0,8,8,8,4,3,0,2.0,4,0,0,8,37,False,False,59.5,46,31.3,11,2,18,11,9,81.8,11,27.6,67.0,0,0,0,0.0,2.0,1.0,1.0,100.0,88.6623403942918,125.813469837558,73.0,81.0,22.384144564267,0.0,10.8459257167067,3.45706754245711,12.6582278481013,0.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Clippers,2020-03-08T19:30:00+00:00,103,112,L,34:31,7,17,41.2,2,6,33.3,5,11,45.5,2,12,14,85.7,2,6,8,9,2,0,2,4.5,3,0,0,7,28,False,False,47.1,38,25.8,10,1,10,10,5,50.0,4,23.16,60.4,0,0,0,0.0,4.0,1.0,0.0,0.0,102.764384949373,131.516198879449,63.0,70.0,16.3603038812833,6.46802711585618,11.8351134460347,0.0,7.94912559618442,0.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Nets,2020-03-11T02:30:00+00:00,102,104,L,34:52,12,22,54.5,4,9,44.4,8,13,61.5,0,1,5,20.0,1,11,12,9,3,1,0,3.0,1,0,0,8,29,True,False,63.6,36,24.7,3,0,12,9,6,66.7,0,24.2,59.9,0,0,0,0.0,7.0,5.0,3.0,60.0,104.153042145859,117.90520355163,71.0,79.0,29.1215120830375,3.35769097188015,17.763268367366,1.4174766252789,11.0294117647059,1.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Clippers,2020-07-31T01:00:00+00:00,103,101,W,34:18,6,19,31.6,2,7,28.6,4,12,33.3,3,2,2,100.0,2,9,11,7,5,1,1,1.4,3,0,0,-4,16,True,False,36.8,14,9.6,2,1,8,10,4,40.0,3,19.88,40.2,0,0,4,50.0,0.0,1.0,0.0,0.0,94.9225232087136,83.4504705228816,73.0,69.0,33.1440847015498,6.50891585870228,19.0044271676925,1.34146559587902,20.096463022508,4.0,2.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Raptors,2020-08-02T00:30:00+00:00,107,92,W,34:36,7,15,46.7,2,5,40.0,5,10,50.0,0,4,7,57.1,1,9,10,5,4,0,1,1.25,1,0,0,-20,20,True,False,53.3,28,14.3,8,1,10,9,5,55.6,2,18.08,55.3,0,0,0,0.0,4.0,1.0,1.0,100.0,106.462432191921,97.2027483447646,73.0,53.0,32.0142285460204,2.66785237883504,15.2448707362002,0.0,18.1159420289855,1.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Jazz,2020-08-04T01:00:00+00:00,108,116,L,34:53,9,16,56.3,2,5,40.0,7,11,63.6,0,2,2,100.0,1,7,8,9,4,2,1,2.25,3,0,0,0,22,False,False,62.5,31,21.0,3,0,14,9,7,77.8,8,16.88,65.2,0,0,2,100.0,4.0,2.0,2.0,100.0,97.6709044060655,117.074807922356,82.0,82.0,23.4819490670002,3.52659308332237,13.7537130249573,2.5469838935106,19.1570881226054,1.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Thunder,2020-08-05T22:30:00+00:00,86,105,L,30:17,7,19,36.8,0,5,0.0,7,14,50.0,1,5,8,62.5,1,10,11,4,0,1,0,0.0,1,1,0,-8,19,True,False,36.8,23,14.4,6,0,14,14,7,50.0,2,22.52,42.2,0,0,2,50.0,1.0,0.0,0.0,0.0,99.3449013206618,94.7257804565142,64.0,56.0,39.6257567418822,2.73281080978498,17.791156088192,1.51185641899589,0.0,2.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,PG,,,,False,sr:player:608028,2544,Lakers,Rockets,2020-08-07T01:00:00+00:00,113,97,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Right Groin; Sore right groin,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Pacers,2020-08-08T22:00:00+00:00,116,111,W,35:09,13,24,54.2,2,6,33.3,11,18,61.1,1,3,6,50.0,1,7,8,7,1,0,1,7.0,4,0,0,13,31,False,False,58.3,30,24.0,3,1,20,13,10,76.9,9,26.64,58.2,0,0,0,0.0,4.0,2.0,1.0,50.0,118.547468939232,129.119560934567,70.0,83.0,26.5528686581318,2.73115220483642,12.703033510867,0.0,3.61794500723589,2.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Nuggets,2020-08-11T01:00:00+00:00,124,121,W,38:06,9,21,42.9,5,11,45.5,4,10,40.0,0,6,10,60.0,0,1,1,12,5,0,2,2.4,0,0,0,-10,29,True,False,54.8,30,21.4,7,0,6,5,3,60.0,12,25.4,57.1,0,0,2,50.0,0.0,0.0,0.0,0.0,138.511613877147,119.242041883231,105.0,95.0,4.49943757030371,0.0,1.88036196967916,0.0,16.4473684210526,2.0,1.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Kings,2020-08-13T17:30:00+00:00,122,136,L,14:36,6,13,46.2,2,5,40.0,4,8,50.0,0,3,3,100.0,1,2,3,4,3,0,0,1.33,0,0,0,-13,17,False,False,53.8,17,11.4,3,0,6,6,3,50.0,2,14.32,59.4,0,0,0,0.0,2.0,2.0,1.0,50.0,132.125429573013,112.575923797866,47.0,34.0,16.0374206481791,6.57534246575342,10.8384765919012,0.0,17.3210161662818,1.0,0.0,0.0,,,Sr.,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Clippers,2020-12-23T03:00:00+00:00,109,116,L,28:21,7,17,41.2,3,8,37.5,4,9,44.4,1,5,7,71.4,2,3,5,5,4,0,0,1.25,2,0,0,2,22,False,False,50.0,19,13.1,6,0,8,9,4,44.4,2,20.08,54.8,0,0,4,100.0,4.0,2.0,2.0,100.0,113.147682283867,104.198801351986,64.0,66.0,10.5820105820106,9.15200915200915,9.95953937130408,0.0,16.6112956810631,1.0,1.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Mavericks,2020-12-26T01:00:00+00:00,138,115,W,31:24,8,18,44.4,3,8,37.5,5,10,50.0,1,3,4,75.0,1,6,7,10,4,1,0,2.5,0,0,0,16,22,True,False,52.8,28,18.7,4,0,8,6,4,66.7,3,19.76,55.7,0,0,6,100.0,2.0,1.0,1.0,100.0,117.510240304374,125.031056199048,70.0,86.0,23.5178833904949,3.72844492776138,13.3757961783439,1.52196577098981,16.8350168350168,2.0,2.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Timberwolves,2020-12-28T03:00:00+00:00,127,91,W,26:12,6,13,46.2,1,5,20.0,5,8,62.5,0,5,7,71.4,0,9,9,5,4,1,0,1.25,1,0,0,16,18,False,False,50.0,25,13.3,6,1,10,6,5,83.3,2,16.08,56.0,0,0,0,0.0,2.0,2.0,1.0,50.0,79.4928678901125,99.2673215668519,56.0,72.0,28.4285338246907,0.0,17.541010232256,1.66309102097158,19.9203187250996,0.0,0.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Trail Blazers,2020-12-29T03:00:00+00:00,107,115,L,35:55,11,20,55.0,3,7,42.9,8,13,61.5,2,4,5,80.0,2,7,9,6,3,2,1,2.0,2,0,0,0,29,False,False,62.5,33,25.6,3,0,12,10,6,60.0,2,22.2,65.3,0,0,6,100.0,8.0,5.0,4.0,80.0,110.856800779685,123.185807031735,85.0,85.0,22.2737819025522,6.07466779160515,13.9858630550909,2.63076164203373,11.9047619047619,2.0,2.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Spurs,2020-12-31T01:30:00+00:00,107,121,L,35:13,11,23,47.8,1,3,33.3,10,20,50.0,3,3,5,60.0,0,5,5,8,2,1,1,4.0,1,0,0,-1,26,False,False,50.0,25,19.9,4,0,18,16,9,56.3,2,25.2,51.6,0,0,0,0.0,4.0,3.0,2.0,66.7,105.003908274573,111.815738742664,82.0,81.0,14.4994926184493,0.0,7.9241413147339,1.34785631540173,7.35294117647059,0.0,0.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Spurs,2021-01-02T01:00:00+00:00,103,109,L,35:41,8,22,36.4,3,7,42.9,5,15,33.3,3,7,7,100.0,1,10,11,10,4,2,0,2.5,0,0,0,18,26,True,True,43.2,34,22.5,6,0,8,10,4,40.0,2,25.08,51.8,0,0,2,0.0,4.0,1.0,1.0,100.0,100.704861063924,111.098961585364,70.0,88.0,26.9033162073797,2.53804869880941,14.3658484602513,2.65214079331425,13.7551581843191,3.0,0.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Grizzlies,2021-01-03T23:00:00+00:00,94,108,L,32:00,9,16,56.3,3,6,50.0,6,10,60.0,0,1,3,33.3,0,13,13,8,2,1,0,4.0,2,0,0,19,22,True,False,65.6,35,21.3,4,0,10,8,5,62.5,10,17.32,63.5,0,0,0,0.0,4.0,3.0,2.0,66.7,90.2772617599204,125.831473800723,56.0,75.0,38.2352941176471,0.0,19.6969696969697,1.53814602132896,10.351966873706,1.0,0.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Grizzlies,2021-01-06T01:00:00+00:00,92,94,L,34:05,11,20,55.0,1,4,25.0,10,16,62.5,0,3,3,100.0,2,10,12,7,6,1,1,1.17,0,0,0,20,26,True,False,57.5,35,21.4,3,0,14,11,7,63.6,4,21.32,61.0,0,0,4,66.7,7.0,4.0,3.0,75.0,90.4862144158732,103.771442472887,54.0,74.0,29.3392794272973,6.70612101195366,18.7771388334702,1.39821824117382,21.9619326500732,3.0,2.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Spurs,2021-01-08T03:00:00+00:00,109,118,L,34:54,8,15,53.3,4,7,57.1,4,8,50.0,0,7,11,63.6,0,6,6,12,4,0,0,3.0,3,0,0,-10,27,True,False,66.7,33,23.1,6,1,8,6,4,66.7,2,19.84,68.0,0,0,0,0.0,5.0,1.0,1.0,100.0,119.889966552121,129.375633875144,90.0,80.0,18.3381088825215,0.0,9.37744204219849,0.0,16.7785234899329,0.0,0.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Bulls,2021-01-09T03:00:00+00:00,117,115,W,34:09,11,21,52.4,0,5,0.0,11,16,68.8,0,6,8,75.0,0,7,7,7,4,0,0,1.75,1,0,0,9,28,False,False,52.4,33,19.5,8,0,16,10,8,80.0,2,24.52,57.1,0,0,3,100.0,4.0,3.0,2.0,66.7,116.484313394605,111.821444052868,84.0,93.0,23.996609050602,0.0,11.853746639454,0.0,14.0252454417952,1.0,1.0,0.0,,,,
