full_name,jersey_number,id,first_name,last_name,position,primary_position,played,active,starter,on_court,sr_id,reference,team,opp,year,home_pts,away_pts,W/L,statistics.minutes,statistics.field_goals_made,statistics.field_goals_att,statistics.field_goals_pct,statistics.three_points_made,statistics.three_points_att,statistics.three_points_pct,statistics.two_points_made,statistics.two_points_att,statistics.two_points_pct,statistics.blocked_att,statistics.free_throws_made,statistics.free_throws_att,statistics.free_throws_pct,statistics.offensive_rebounds,statistics.defensive_rebounds,statistics.rebounds,statistics.assists,statistics.turnovers,statistics.steals,statistics.blocks,statistics.assists_turnover_ratio,statistics.personal_fouls,statistics.tech_fouls,statistics.flagrant_fouls,statistics.pls_min,statistics.points,statistics.double_double,statistics.triple_double,statistics.effective_fg_pct,statistics.efficiency,statistics.efficiency_game_score,statistics.fouls_drawn,statistics.offensive_fouls,statistics.points_in_paint,statistics.points_in_paint_att,statistics.points_in_paint_made,statistics.points_in_paint_pct,statistics.points_off_turnovers,statistics.true_shooting_att,statistics.true_shooting_pct,statistics.coach_ejections,statistics.coach_tech_fouls,statistics.second_chance_pts,statistics.second_chance_pct,statistics.fast_break_pts,statistics.fast_break_att,statistics.fast_break_made,statistics.fast_break_pct,statistics.defensive_rating,statistics.offensive_rating,statistics.minus,statistics.plus,statistics.defensive_rebounds_pct,statistics.offensive_rebounds_pct,statistics.rebounds_pct,statistics.steals_pct,statistics.turnovers_pct,statistics.second_chance_att,statistics.second_chance_made,statistics.tech_fouls_non_unsportsmanlike,not_playing_reason,not_playing_description,name_suffix,ejected
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,True,sr:player:608028,2544,Lakers,Trail Blazers,2018-10-19T02:30:00+00:00,128,119,W,37:20,9,16,56.3,0,4,0.0,9,12,75.0,1,8,9,88.9,2,10,12,6,6,1,0,1.0,3,0,0,-4,26,True,False,56.3,33,20.4,6,0,18,12,9,75.0,2,19.96,65.1,0,0,4,100.0,10.0,5.0,4.0,80.0,111.356506177543,109.936382207995,92.0,88.0,24.7252747252747,5.35714285714286,15.4285714285714,1.11067232698193,23.1124807395994,2.0,2.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,True,sr:player:608028,2544,Lakers,Rockets,2018-10-21T02:30:00+00:00,115,124,L,38:52,9,22,40.9,1,7,14.3,8,15,53.3,0,5,7,71.4,0,5,5,5,1,2,1,5.0,0,0,0,-13,24,False,False,43.2,28,18.1,7,0,14,13,7,53.8,0,25.08,47.8,0,0,2,0.0,6.0,3.0,3.0,100.0,110.131884153853,101.472361025156,103.0,90.0,12.8644939965695,0.0,6.30097665138096,2.16285713427438,3.83435582822086,1.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Spurs,2018-10-23T02:30:00+00:00,142,143,L,42:52,11,25,44.0,2,8,25.0,9,17,52.9,1,8,11,72.7,2,6,8,14,5,1,1,2.8,2,0,0,-6,32,True,False,48.0,39,26.6,8,1,12,13,6,46.2,3,29.84,53.6,0,0,2,0.0,8.0,5.0,3.0,60.0,128.472674790843,115.232688097956,114.0,108.0,15.1394928111213,4.94556765163297,9.99104576087469,1.09687004338914,14.3513203214696,1.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Suns,2018-10-25T02:00:00+00:00,113,131,L,28:04,7,16,43.8,1,5,20.0,6,11,54.5,0,4,4,100.0,0,7,7,10,0,3,0,0.0,1,0,0,19,19,True,False,46.9,31,22.3,2,0,8,7,4,57.1,4,17.76,53.5,0,0,2,0.0,2.0,3.0,1.0,33.3,103.712593955726,132.317776299775,63.0,82.0,29.198078256643,0.0,13.7600138910616,4.92183371555626,0.0,0.0,0.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Nuggets,2018-10-26T02:30:00+00:00,121,114,W,34:40,10,17,58.8,1,5,20.0,9,12,75.0,0,7,10,70.0,0,11,11,11,2,3,0,5.5,3,0,0,13,28,True,True,61.8,43,29.7,5,0,16,9,8,88.9,4,21.4,65.4,0,0,2,100.0,10.0,4.0,4.0,100.0,97.9301059092498,135.686304719264,77.0,90.0,35.4203935599284,0.0,17.7101967799642,3.78310214375788,8.54700854700855,1.0,1.0,0.0,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Spurs,2018-10-28T00:30:00+00:00,110,106,W,34:18,13,21,61.9,2,6,33.3,11,15,73.3,0,7,8,87.5,1,10,11,4,4,2,0,1.0,3,0,0,-1,35,True,False,66.7,40,28.4,4,2,14,9,7,77.8,2,24.52,71.4,0,0,2,50.0,8.0,3.0,3.0,100.0,101.91544336623,126.688328050386,76.0,75.0,29.7748278642764,3.18049297641134,16.9160285778362,2.72897213264624,14.0252454417952,2.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Timberwolves,2018-10-30T00:00:00+00:00,124,120,W,36:16,11,23,47.8,3,6,50.0,8,17,47.1,2,4,5,80.0,3,7,10,8,5,2,2,1.6,2,0,0,-6,29,True,False,54.3,31,24.3,2,0,10,12,5,41.7,4,25.2,57.5,0,0,4,50.0,0.0,2.0,0.0,0.0,114.777112417505,116.401291436638,89.0,83.0,18.1660899653979,8.27205882352941,13.3689839572193,2.49252243270189,16.5562913907285,4.0,2.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Mavericks,2018-11-01T02:30:00+00:00,114,113,W,38:34,11,19,57.9,2,3,66.7,9,16,56.3,1,5,7,71.4,0,5,5,6,3,3,0,2.0,3,0,0,5,29,False,False,63.2,31,23.8,5,1,14,10,7,70.0,8,22.08,65.7,0,0,0,0.0,9.0,6.0,4.0,66.7,104.645003522103,123.891428710833,86.0,91.0,15.1775664606136,0.0,7.87696487196404,3.4777210779722,11.9617224880383,0.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Trail Blazers,2018-11-04T02:00:00+00:00,110,114,L,31:21,9,20,45.0,1,5,20.0,8,15,53.3,3,9,11,81.8,0,5,5,7,3,0,2,2.33,1,0,0,-22,28,False,False,47.5,30,21.2,8,0,12,11,6,54.5,2,24.84,56.4,0,0,3,100.0,0.0,1.0,0.0,0.0,102.278352274098,115.034227640599,86.0,64.0,13.4307059514816,0.0,7.6555023923445,0.0,10.7758620689655,1.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Raptors,2018-11-05T02:30:00+00:00,107,121,L,28:17,6,12,50.0,2,3,66.7,4,9,44.4,0,4,7,57.1,0,2,2,6,3,0,1,2.0,3,0,0,-16,18,False,False,58.3,16,12.1,4,1,6,7,3,42.9,3,15.08,59.7,0,0,2,100.0,2.0,2.0,1.0,50.0,122.719679873152,106.027959670192,85.0,69.0,7.54303359596448,0.0,3.90156910136094,0.0,16.5929203539823,1.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Timberwolves,2018-11-08T03:30:00+00:00,114,110,W,38:32,10,21,47.6,3,9,33.3,7,12,58.3,2,1,2,50.0,1,10,11,9,3,0,2,3.0,1,0,0,3,24,True,False,54.8,29,20.9,1,0,10,8,5,62.5,5,21.88,54.8,0,0,0,0.0,3.0,4.0,1.0,25.0,109.236513990412,113.671433177839,89.0,92.0,27.079885662705,0.0,14.3181004653383,0.0,12.0578778135048,2.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Kings,2018-11-11T03:00:00+00:00,86,101,L,31:17,10,18,55.6,3,6,50.0,7,12,58.3,0,2,3,66.7,1,6,7,2,3,1,0,0.67,2,0,0,2,25,False,False,63.9,23,17.1,2,0,14,10,7,70.0,3,19.32,64.7,0,0,4,66.7,3.0,2.0,1.0,50.0,83.2050335951787,115.490484270459,62.0,64.0,16.738509226522,2.84141360326763,9.85370955995562,1.43666979940498,13.4408602150538,3.0,2.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Hawks,2018-11-12T02:30:00+00:00,107,106,W,34:18,10,20,50.0,3,9,33.3,7,11,63.6,1,3,7,42.9,3,4,7,4,4,2,0,1.0,1,0,0,22,26,False,False,57.5,25,18.1,6,0,12,9,6,66.7,10,23.08,56.3,0,0,6,75.0,5.0,2.0,2.0,100.0,101.802732465155,105.05680903718,57.0,79.0,13.6528478987414,8.23186417424112,10.6477373558119,2.55088754943673,14.7710487444609,4.0,3.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Trail Blazers,2018-11-15T03:30:00+00:00,126,117,W,36:00,13,19,68.4,5,6,83.3,8,13,61.5,2,13,15,86.7,2,8,10,9,4,1,3,2.25,0,0,0,4,44,True,False,81.6,63,44.3,10,0,16,10,8,80.0,9,25.6,85.9,0,0,5,100.0,12.0,4.0,4.0,100.0,107.548886810352,157.516894236166,94.0,98.0,22.2222222222222,5.67375886524823,14.0350877192982,1.24470998257406,13.5135135135135,2.0,2.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Magic,2018-11-18T00:00:00+00:00,130,117,W,25:53,8,19,42.1,3,6,50.0,5,13,38.5,2,3,4,75.0,0,4,4,7,3,0,1,2.33,0,0,0,-11,22,False,False,50.0,22,15.3,5,0,10,11,5,45.5,2,20.76,53.0,0,0,0,0.0,7.0,2.0,2.0,100.0,125.490207368433,106.5431649625,71.0,60.0,16.8588655388398,0.0,9.04622053303598,0.0,12.6262626262626,1.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Heat,2018-11-18T23:00:00+00:00,97,113,L,38:29,19,31,61.3,6,8,75.0,13,23,56.5,0,7,10,70.0,1,7,8,3,2,2,1,1.5,3,0,0,20,51,False,False,71.0,55,40.1,10,2,16,10,8,80.0,10,35.4,72.0,0,0,4,33.3,5.0,2.0,2.0,100.0,98.8901152980854,143.287524584843,71.0,91.0,18.1900076224794,2.49462961679717,10.182161701213,2.56227364091739,5.3475935828877,3.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Cavaliers,2018-11-22T01:00:00+00:00,105,109,L,35:30,11,20,55.0,2,6,33.3,9,14,64.3,1,8,12,66.7,2,12,14,7,4,0,1,1.75,3,0,0,9,32,True,False,60.0,41,26.2,8,1,16,12,8,66.7,2,25.28,63.3,0,0,3,100.0,5.0,2.0,1.0,50.0,105.933824531431,120.179675257488,72.0,81.0,27.5005968011459,7.11638250555967,19.5150283142152,0.0,13.6612021857923,1.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Jazz,2018-11-24T03:30:00+00:00,90,83,W,35:04,8,17,47.1,2,5,40.0,6,12,50.0,1,4,6,66.7,1,9,10,7,5,2,1,1.4,1,0,0,13,22,True,False,52.9,29,18.1,5,0,12,11,6,54.5,6,19.64,56.0,0,0,2,100.0,5.0,4.0,1.0,25.0,77.5325698439908,102.101112084326,54.0,67.0,25.1405401782592,3.50964805907322,15.5541220799836,2.62014307626064,20.2922077922078,1.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Magic,2018-11-25T20:30:00+00:00,104,108,L,40:27,8,14,57.1,2,7,28.6,6,7,85.7,0,6,11,54.5,0,4,4,7,6,0,1,1.17,4,0,0,-14,24,False,False,64.3,22,14.6,7,1,12,7,6,85.7,2,18.84,63.7,0,0,0,0.0,7.0,5.0,3.0,60.0,111.979689671791,102.663429880282,95.0,81.0,10.3186972644704,0.0,5.4558629214441,0.0,24.1545893719807,1.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Nuggets,2018-11-28T02:00:00+00:00,117,85,W,30:04,5,15,33.3,0,4,0.0,5,11,45.5,0,4,6,66.7,0,7,7,2,4,2,2,0.5,0,0,0,-23,14,False,False,33.3,16,7.6,5,0,10,9,5,55.6,4,17.64,39.7,0,0,0,0.0,4.0,1.0,1.0,100.0,108.873544076429,68.2359642062154,76.0,53.0,23.7769495683351,0.0,11.2880467647652,3.20572756658563,18.4842883548983,0.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Pacers,2018-11-30T03:30:00+00:00,104,96,W,38:09,15,27,55.6,2,7,28.6,13,20,65.0,3,6,10,60.0,1,8,9,7,4,2,0,1.75,2,0,0,19,38,False,False,59.3,39,28.7,8,1,16,12,8,66.7,4,31.4,60.5,0,0,0,0.0,2.0,1.0,1.0,100.0,91.9539092188691,115.055970265219,71.0,90.0,20.5418995907668,2.79598077763215,12.0465129249045,2.39929700597725,11.2994350282486,1.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Mavericks,2018-12-01T03:30:00+00:00,114,103,W,31:19,12,21,57.1,2,4,50.0,10,17,58.8,4,2,4,50.0,2,3,5,4,4,0,1,1.0,3,0,0,10,28,False,False,61.9,21,17.9,5,1,20,15,10,66.7,2,22.76,61.5,0,0,0,0.0,9.0,5.0,4.0,80.0,101.076434783591,108.566781515803,63.0,73.0,9.78312377180184,6.66386691702444,8.24026554255711,0.0,14.9476831091181,1.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Suns,2018-12-02T20:30:00+00:00,120,96,W,30:59,9,17,52.9,1,5,20.0,8,12,66.7,2,3,4,75.0,0,6,6,8,5,0,1,1.6,0,0,0,12,22,False,False,55.9,24,16.4,3,0,10,7,5,71.4,2,18.76,58.6,0,0,2,100.0,4.0,2.0,2.0,100.0,94.6497453171552,105.968225240957,69.0,81.0,17.8756155087516,0.0,9.68262506724045,0.0,21.043771043771,1.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Spurs,2018-12-06T03:30:00+00:00,121,113,W,39:42,15,24,62.5,3,7,42.9,12,17,70.6,1,9,13,69.2,0,5,5,6,2,2,0,3.0,1,0,0,19,42,False,False,68.8,48,34.9,10,0,20,14,10,71.4,4,29.72,70.7,0,0,2,0.0,9.0,4.0,3.0,75.0,109.5087802439,137.36515814103,82.0,101.0,12.8621016566923,0.0,6.6430634930169,2.30732357963564,6.30517023959647,0.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Spurs,2018-12-08T01:30:00+00:00,133,120,W,37:21,13,28,46.4,3,8,37.5,10,20,50.0,2,6,9,66.7,2,6,8,11,1,2,0,11.0,4,0,0,-19,35,True,False,51.8,37,29.7,6,1,16,15,8,53.3,5,31.96,54.8,0,0,10,100.0,8.0,5.0,3.0,60.0,124.161164505318,123.959432920289,113.0,94.0,18.3589051207959,5.24540146308453,11.2977877666436,2.41292406769754,3.03398058252427,4.0,4.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Grizzlies,2018-12-09T01:00:00+00:00,88,111,L,31:38,9,18,50.0,0,3,0.0,9,15,60.0,0,2,3,66.7,1,7,8,9,5,2,0,1.8,2,0,0,21,20,False,False,50.0,26,15.9,4,0,16,12,8,66.7,4,19.32,51.8,0,0,3,25.0,8.0,6.0,4.0,66.7,89.8473384562354,107.406044290755,58.0,79.0,22.5993767235388,3.29866678883951,13.0527890139026,3.09923758755346,20.5592105263158,4.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Heat,2018-12-11T03:30:00+00:00,108,105,W,37:31,10,19,52.6,4,7,57.1,6,12,50.0,1,4,8,50.0,0,9,9,12,2,1,0,6.0,0,0,0,18,28,True,False,63.2,40,27.2,6,0,8,7,4,57.1,1,22.52,62.2,0,0,0,0.0,2.0,2.0,1.0,50.0,101.914274335154,132.594972376615,73.0,91.0,23.9896577919741,0.0,11.9948288959871,1.24556894039326,8.15660685154976,0.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Rockets,2018-12-14T01:00:00+00:00,126,111,W,36:26,12,18,66.7,3,6,50.0,9,12,75.0,0,2,6,33.3,0,5,5,4,3,2,0,1.33,1,0,0,-9,29,False,False,75.0,33,22.5,7,0,14,10,7,70.0,4,20.64,70.3,0,0,0,0.0,6.0,3.0,3.0,100.0,128.345030642631,122.129269691402,94.0,85.0,16.8907030755155,0.0,8.9018570262852,2.68653107644823,12.6903553299492,0.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Hornets,2018-12-16T00:00:00+00:00,100,128,L,30:13,7,15,46.7,2,6,33.3,5,9,55.6,1,8,12,66.7,1,11,12,11,3,1,0,3.67,0,0,0,31,24,True,True,53.3,38,24.4,6,0,10,8,5,62.5,3,20.28,59.2,0,0,1,0.0,8.0,4.0,3.0,75.0,91.6244047677465,126.76865138754,54.0,85.0,34.2657555956044,4.07355136451241,21.1824670954645,1.45857972104282,12.8865979381443,0.0,0.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Wizards,2018-12-16T23:00:00+00:00,128,110,W,32:00,5,16,31.3,0,2,0.0,5,14,35.7,1,3,6,50.0,0,6,6,3,4,0,1,0.75,0,0,0,-21,13,False,False,31.3,9,3.2,5,0,8,13,4,30.8,2,18.64,34.9,0,0,2,50.0,0.0,0.0,0.0,0.0,117.479056604739,66.143046780425,86.0,65.0,18.0,0.0,9.57446808510638,0.0,17.6678445229682,2.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Nets,2018-12-19T00:30:00+00:00,115,110,W,41:12,13,23,56.5,2,7,28.6,11,16,68.8,1,8,13,61.5,1,12,13,8,5,1,1,1.6,1,0,0,4,36,True,False,60.9,46,29.3,9,0,22,16,11,68.8,3,28.72,62.7,0,0,5,100.0,8.0,3.0,3.0,100.0,106.365580469623,116.826849725364,101.0,105.0,31.7740511915269,2.64783759929391,17.2109443954104,1.08517934397291,14.8279952550415,2.0,2.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Pelicans,2018-12-22T03:30:00+00:00,112,104,W,38:45,8,20,40.0,0,4,0.0,8,16,50.0,1,6,9,66.7,2,10,12,14,2,2,0,7.0,3,0,0,13,22,True,True,40.0,36,23.0,7,0,14,14,7,50.0,5,23.96,45.9,0,0,3,50.0,2.0,2.0,1.0,50.0,93.8246108369387,110.051537185495,81.0,94.0,22.9391667634413,5.27112768181204,14.7174060026831,2.29306739212482,7.70416024653313,2.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,True,sr:player:608028,2544,Lakers,Grizzlies,2018-12-24T02:30:00+00:00,99,107,L,35:37,8,14,57.1,2,5,40.0,6,9,66.7,1,4,4,100.0,1,13,14,7,4,1,1,1.75,0,0,0,-3,22,True,False,64.3,40,22.6,6,0,12,8,6,75.0,2,15.76,69.8,0,0,2,100.0,2.0,1.0,1.0,100.0,104.079189660146,118.980211656957,76.0,73.0,39.8179265750627,3.36920917173608,22.4613944782405,1.3591001096152,20.2429149797571,1.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,False,sr:player:608028,2544,Lakers,Warriors,2018-12-26T01:00:00+00:00,101,127,L,21:15,6,11,54.5,0,2,0.0,6,9,66.7,0,5,8,62.5,2,11,13,5,2,1,0,2.5,1,0,0,5,17,True,False,54.5,30,17.3,5,0,8,5,4,80.0,1,14.52,58.5,0,0,2,50.0,3.0,1.0,0.0,0.0,84.1611553761205,122.002784477798,47.0,52.0,49.6941176470588,12.5490196078431,34.1450068399453,2.06776229349301,12.1065375302663,2.0,1.0,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Kings,2018-12-28T03:00:00+00:00,117,116,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Inactive - Injury/Illness,Left Groin Strain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Clippers,2018-12-29T03:30:00+00:00,107,118,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Strained left groin,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Kings,2018-12-31T02:30:00+00:00,121,114,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Inactive - Injury/Illness,Strained left groin,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Thunder,2019-01-03T03:30:00+00:00,100,107,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Inactive - Injury/Illness,Left groin strain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Knicks,2019-01-05T03:30:00+00:00,112,119,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left groin sprain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Timberwolves,2019-01-06T20:30:00+00:00,108,86,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left Groin Strain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Mavericks,2019-01-08T01:30:00+00:00,97,107,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Inactive - Injury/Illness,Left Groin Strain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Pistons,2019-01-10T03:30:00+00:00,113,100,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Inactive - Injury/Illness,Left groin strain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Jazz,2019-01-12T03:00:00+00:00,113,95,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Inactive - Injury/Illness,left groin strain,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F-G,SF,,,,False,sr:player:608028,2544,Lakers,Cavaliers,2019-01-14T02:30:00+00:00,95,101,L,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inactive - Injury/Illness,Left groin strain,,
